DataRate	RX/TX	Property Name	group	length	start index	i0	i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11
					INDEX	0x00	0x01	0x02	0x03	0x04	0x05	0x06	0x07	0x08	0x09	0x0a	0x0b
1200	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x00	0xBB	0x80	0x05	0x8C	0xBA	0x80	0x00	0x00
2400	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x01	0x77	0x00	0x05	0x8C	0xBA	0x80	0x00	0x00
4800	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x02	0xEE	0x00	0x05	0x8C	0xBA	0x80	0x00	0x00
9600	RX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x05	0xDC	0x00	0x05	0x8C	0xBA	0x80	0x00	0x01
19200	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x0B	0xB8	0x00	0x05	0x8C	0xBA	0x80	0x00	0x03
38400	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x0B	0xB8	0x00	0x09	0x8C	0xBA	0x80	0x00	0x06
57600	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x11	0x94	0x00	0x09	0x8C	0xBA	0x80	0x00	0x09
76800	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x17	0x70	0x00	0x09	0x8C	0xBA	0x80	0x00	0x0C
115200	TX	MODEM_MOD_TYPE	0x20	0x0C	0x00	0x03	0x00	0x07	0x23	0x28	0x00	0x09	0x8C	0xBA	0x80	0x00	0x12

					INDEX	0x0c
1200	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x30
2400	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x61
4800	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0xC2
9600	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x83
19200	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x06
38400	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x0D
57600	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x13
76800	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x19
115200	TX	MODEM_FREQ_DEV	0x20	0x01	0x0C	0x26

					INDEX	0x18	0x19	0x1a	0x1b	0x1c	0x1d	0x1e	0x1f	0x20	0x21	0x22	0x23
1200	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0xF0	0x20	0x0C	0xE8	0x00	0xA9
2400	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0xF0	0x20	0x0C	0xE8	0x00	0x55
4800	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0xB0	0x20	0x0C	0xE8	0x00	0x55
9600	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x70	0x20	0x00	0xE8	0x00	0x55
19200	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x30	0x20	0x00	0xE8	0x00	0x55
38400	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x20	0x20	0x00	0xE8	0x00	0x55
57600	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x10	0x10	0x00	0xE8	0x00	0x4B
76800	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x10	0x20	0x00	0xE8	0x00	0x55
115200	TX	MODEM_TX_RAMP_DELAY	0x20	0x0C	0x18	0x01	0x00	0x08	0x03	0x80	0x00	0x00	0x10	0x00	0xE8	0x00	0x4B

					INDEX	0x24	0x25	0x26	0x27	0x28	0x29	0x2a	0x2b	0x2c	0x2d	0x2e	0x2f
1200	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x03	0x06	0x55	0x03	0x08	0x02	0x00	0x00	0x00	0x12	0x80	0x0C
2400	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x80	0x18
4800	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x80	0x30
9600	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x80	0x61
19200	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x80	0xC2
38400	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x81	0x83
57600	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0xCE	0x40	0x06	0xD4	0x02	0x00	0x00	0x00	0x12	0x82	0x45
76800	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0x0C	0xAB	0x06	0x06	0x02	0x00	0x00	0x00	0x12	0x83	0x06
115200	TX	MODEM_BCR_NCO_OFFSET	0x20	0x0C	0x24	0x06	0xCE	0x40	0x06	0xD4	0x02	0x00	0x00	0x00	0x23	0x89	0x13

					INDEX	0x30	0x31	0x32
1200	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x03	0xB5	0xA0
2400	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x02	0x4A	0xA0
4800	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xDA	0xA0
9600	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xD5	0xA0
19200	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xD4	0xA0
38400	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xD3	0xA0
57600	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xCB	0xA0
76800	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x01	0xCF	0xA0
115200	TX	MODEM_AFC_LIMITER	0x20	0x03	0x30	0x00	0xD4	0xA0

					INDEX	0x35
1200	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
2400	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
4800	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
9600	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
19200	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
38400	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
57600	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
76800	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0
115200	TX	MODEM_AGC_CONTROL	0x20	0x01	0x35	0xE0

					INDEX	0x38	0x39	0x3a	0x3b	0x3c	0x3d	0x3e	0x3f	0x40	0x41	0x42	0x43
1200	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x25	0x25	0x80	0x1A	0x40	0x00	0x00	0x29	0x0C	0xA4	0x23
2400	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
4800	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
9600	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
19200	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
38400	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
57600	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x10	0x10	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
76800	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x13	0x13	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23
115200	TX	MODEM_AGC_WINDOW_SIZE	0x20	0x0C	0x38	0x11	0x10	0x10	0x80	0x1A	0x40	0x00	0x00	0x28	0x0C	0xA4	0x23

					INDEX	0x45	0x46	0x47	0x48	0x49	0x4a	0x4b	0x4c	0x4d	0x4e
1200	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0x7B	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
2400	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
4800	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
9600	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
19200	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
38400	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
57600	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x01	0x14	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
76800	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x00	0xF5	0x01	0x00	0xFF	0x06	0x00	0x18	0x40
115200	RX	MODEM_RAW_CONTROL	0x20	0x0A	0x45	0x03	0x01	0x14	0x01	0x00	0xFF	0x06	0x00	0x18	0x40

					INDEX	0x50	0x51
1200	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
2400	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
4800	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
9600	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
19200	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
38400	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
57600	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
76800	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A
115200	TX	MODEM_RAW_SEARCH2	0x20	0x02	0x50	0x84	0x0A

					INDEX	0x54	0x55
1200	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
2400	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
4800	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
9600	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
19200	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
38400	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
57600	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x04	0x07
76800	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x03	0x07
115200	TX	MODEM_SPIKE_DET	0x20	0x02	0x54	0x04	0x07

					INDEX	0x57
1200	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
2400	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
4800	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
9600	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
19200	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
38400	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
57600	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
76800	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00
115200	TX	MODEM_RSSI_MUTE	0x20	0x01	0x57	0x00

					INDEX	0x5b	0x5c	0x5d	0x5e	0x5f
1200	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x06	0x78	0x20
2400	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x08	0x78	0x20
4800	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x07	0x78	0x20
9600	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x07	0x78	0x20
19200	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x07	0x78	0x20
38400	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x07	0x78	0x20
57600	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x08	0x78	0x20
76800	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x07	0x78	0x20
115200	TX	MODEM_DSA_CTRL1	0x20	0x05	0x5B	0x40	0x04	0x08	0x78	0x20

					INDEX	0x00	0x01	0x02	0x03	0x04	0x05	0x06	0x07	0x08	0x09	0x0a	0x0b
1200	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
2400	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xFF	0xBA	0x0F	0x51	0xCF	0xA9	0xC9	0xFC	0x1B	0x1E	0x0F	0x01
4800	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
9600	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
19200	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
38400	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
57600	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xFF	0xC4	0x30	0x7F	0xF5	0xB5	0xB8	0xDE	0x05	0x17	0x16	0x0C
76800	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1	0xB9	0xC9	0xEA	0x05	0x12	0x11
115200	TX	MODEM_CHFLT_RX1_CHFLT_COE	0x21	0x0C	0x00	0xFF	0xC4	0x30	0x7F	0xF5	0xB5	0xB8	0xDE	0x05	0x17	0x16	0x0C

					INDEX	0x0c	0x0d	0x0e	0x0f	0x10	0x11	0x12	0x13	0x14	0x15	0x16	0x17
1200	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
2400	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0xFC	0xFD	0x15	0xFF	0x00	0x0F	0xFF	0xBA	0x0F	0x51	0xCF	0xA9
4800	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
9600	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
19200	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
38400	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
57600	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x03	0x00	0x15	0xFF	0x00	0x00	0xFF	0xC4	0x30	0x7F	0xF5	0xB5
76800	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x0A	0x04	0x15	0xFC	0x03	0x00	0xCC	0xA1	0x30	0xA0	0x21	0xD1
115200	TX	MODEM_CHFLT_RX1_CHFLT_COE_v2	0x21	0x0C	0x0C	0x03	0x00	0x15	0xFF	0x00	0x00	0xFF	0xC4	0x30	0x7F	0xF5	0xB5

					INDEX	0x18	0x19	0x1a	0x1b	0x1c	0x1d	0x1e	0x1f	0x20	0x21	0x22	0x23
1200	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
2400	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xC9	0xFC	0x1B	0x1E	0x0F	0x01	0xFC	0xFD	0x15	0xFF	0x00	0x0F
4800	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
9600	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
19200	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
38400	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
57600	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB8	0xDE	0x05	0x17	0x16	0x0C	0x03	0x00	0x15	0xFF	0x00	0x00
76800	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB9	0xC9	0xEA	0x05	0x12	0x11	0x0A	0x04	0x15	0xFC	0x03	0x00
115200	TX	MODEM_CHFLT_RX2_CHFLT_COE	0x21	0x0C	0x18	0xB8	0xDE	0x05	0x17	0x16	0x0C	0x03	0x00	0x15	0xFF	0x00	0x00
